Student_ID,Attendance_Pct,AMCAT_Logical,AMCAT_Quant,AMCAT_Verbal,AMCAT_Domain,Score_10th,Score_12th_Diploma,Active_Backlogs,Portal_Logins_Per_Month,Housing,Commute_Time_Mins,OS_CIE,DBMS_CIE,SE_CIE,MDM_CIE,Entrepreneurship_CIE,ICSR_CIE,Risk_Level
STU21556,81,424,427,420,499,78,94,0,21,Hosteller,78,36,34,36,37,42,32,SAFE
STU21557,96,573,611,613,615,89,80,0,45,Day-Scholar,105,60,53,55,53,57,49,SAFE
STU21558,83,548,543,490,503,94,60,2,23,Hosteller,57,40,45,42,33,41,42,SAFE
STU21559,73,555,515,496,581,68,85,1,24,Day-Scholar,13,34,34,40,35,39,37,SAFE
STU21560,65,521,478,497,527,92,79,0,13,Hosteller,93,34,36,31,32,41,31,SAFE
STU21561,57,258,205,271,211,48,42,2,5,Hosteller,14,20,20,21,21,25,22,CRITICAL
STU21562,75,654,725,716,658,82,87,0,11,Day-Scholar,15,38,38,43,39,45,39,SAFE
STU21563,80,748,669,650,738,63,91,0,10,Day-Scholar,72,40,39,45,46,36,40,SAFE
STU21564,97,712,711,724,705,88,65,0,33,Hosteller,99,52,49,51,53,56,49,SAFE
STU21565,97,794,825,786,794,88,95,0,35,Hosteller,114,51,51,49,48,52,51,SAFE
STU21566,100,791,753,766,742,82,72,0,37,Hosteller,77,48,52,46,43,42,44,SAFE
STU21567,89,718,633,695,634,86,85,0,39,Hosteller,95,43,41,43,42,43,46,SAFE
STU21568,96,846,812,831,854,78,79,0,33,Day-Scholar,76,43,42,48,52,47,52,SAFE
STU21569,83,884,871,886,800,67,95,0,21,Day-Scholar,17,55,51,54,52,57,49,SAFE
STU21570,86,854,895,860,858,86,60,0,50,Hosteller,94,49,53,55,46,46,50,SAFE
STU21571,68,468,378,449,441,82,72,0,25,Hosteller,55,37,30,31,37,34,31,SAFE
STU21572,83,485,480,516,490,68,79,0,23,Hosteller,43,32,40,39,39,39,32,SAFE
STU21573,77,427,458,386,441,81,76,0,12,Hosteller,36,46,38,38,49,49,42,SAFE
STU21574,95,582,597,610,600,77,63,0,28,Hosteller,47,51,49,52,52,53,56,SAFE
STU21575,72,591,594,537,526,95,85,1,20,Hosteller,40,36,40,37,31,30,33,SAFE
STU21576,75,622,665,614,661,68,91,1,17,Day-Scholar,59,35,30,39,31,36,31,SAFE
STU21577,66,546,570,536,565,78,90,1,13,Hosteller,37,42,43,33,33,43,34,SAFE
STU21578,75,476,522,536,486,84,64,1,20,Day-Scholar,7,34,38,37,38,42,33,SAFE
STU21579,87,757,810,764,844,81,75,0,34,Day-Scholar,5,50,51,48,45,43,48,SAFE
STU21580,77,518,576,520,609,63,71,0,19,Day-Scholar,107,37,37,40,48,48,47,SAFE
STU21581,70,442,466,382,409,68,61,0,14,Hosteller,42,28,39,29,29,28,33,SAFE
STU21582,84,732,763,795,759,93,61,0,42,Day-Scholar,35,59,55,58,50,49,60,SAFE
STU21583,65,436,505,477,499,62,92,0,10,Day-Scholar,78,38,35,27,37,33,39,SAFE
STU21584,81,556,598,537,575,87,89,2,11,Hosteller,43,45,44,40,37,44,47,SAFE
STU21585,67,514,530,520,565,94,73,0,24,Day-Scholar,112,36,41,43,43,40,39,SAFE
STU21586,66,483,439,473,470,65,70,0,23,Day-Scholar,47,48,47,44,43,39,40,SAFE
STU21587,54,503,466,525,530,63,65,4,10,Hosteller,47,21,25,24,20,23,14,CRITICAL
STU21588,45,387,358,391,361,67,43,3,1,Day-Scholar,18,27,23,25,27,16,21,CRITICAL
STU21589,82,481,457,490,525,80,88,0,18,Day-Scholar,89,40,36,43,41,46,34,SAFE
STU21590,80,401,377,438,383,85,77,0,10,Day-Scholar,96,39,39,48,44,42,37,SAFE
STU21591,85,597,627,558,655,67,89,0,32,Day-Scholar,81,55,60,52,57,56,57,SAFE
STU21592,80,746,747,719,713,78,84,0,17,Day-Scholar,70,38,43,42,42,45,45,SAFE
STU21593,100,708,683,662,702,69,58,0,48,Hosteller,50,48,52,45,45,45,48,SAFE
STU21594,70,499,478,499,438,84,85,1,18,Day-Scholar,54,36,40,28,33,34,30,WARNING
STU21595,94,587,659,650,613,76,91,0,39,Hosteller,13,51,46,51,47,53,46,SAFE
STU21596,85,412,405,402,382,90,94,0,19,Day-Scholar,84,30,35,31,27,36,26,SAFE
STU21597,65,649,685,638,645,83,94,0,15,Day-Scholar,38,40,36,42,41,42,34,SAFE
STU21598,83,596,636,569,619,91,85,0,27,Day-Scholar,12,51,58,57,57,50,52,SAFE
STU21599,75,628,654,701,666,69,63,0,14,Hosteller,118,42,38,47,42,47,36,SAFE
STU21600,90,678,629,709,689,73,56,0,29,Hosteller,19,47,54,43,43,50,53,SAFE
STU21601,65,640,668,666,644,72,74,1,23,Day-Scholar,44,29,38,40,38,41,35,WARNING
STU21602,99,758,702,755,695,60,91,0,22,Hosteller,101,41,48,45,50,44,48,SAFE
STU21603,87,685,643,707,656,61,72,0,45,Hosteller,30,60,51,50,58,58,56,SAFE
STU21604,78,612,674,664,659,61,60,0,20,Day-Scholar,99,36,31,36,37,37,27,SAFE
STU21605,100,675,753,701,710,64,71,0,23,Day-Scholar,52,50,42,46,46,42,44,SAFE
STU21606,81,891,819,897,840,72,70,0,41,Day-Scholar,81,49,41,48,52,50,40,SAFE
STU21607,99,640,627,662,609,69,70,0,50,Hosteller,25,46,55,48,51,48,45,SAFE
STU21608,95,641,586,569,657,80,76,0,50,Day-Scholar,83,56,56,47,52,48,48,SAFE
STU21609,53,396,393,428,374,61,58,1,8,Day-Scholar,58,21,25,30,20,22,26,WARNING
STU21610,76,623,679,704,669,62,61,1,22,Hosteller,42,24,27,28,35,25,26,WARNING
STU21611,65,521,466,515,464,63,67,1,12,Hosteller,78,39,37,39,39,30,29,WARNING
STU21612,84,677,677,659,688,72,75,0,19,Hosteller,44,45,46,40,42,36,36,SAFE
STU21613,79,643,636,635,687,95,63,0,11,Hosteller,61,40,39,34,39,36,33,SAFE
STU21614,89,796,781,807,761,91,55,0,26,Hosteller,28,60,51,49,58,60,54,SAFE
STU21615,34,409,405,356,447,66,62,5,6,Day-Scholar,59,33,32,27,34,27,26,CRITICAL
STU21616,59,238,258,267,274,64,55,2,1,Hosteller,94,17,17,19,26,26,16,CRITICAL
STU21617,93,828,812,844,828,94,78,0,25,Hosteller,37,52,48,42,52,51,47,SAFE
STU21618,80,439,396,482,413,60,72,0,15,Day-Scholar,44,39,40,41,45,37,37,SAFE
STU21619,69,636,602,640,663,67,94,0,19,Hosteller,108,41,40,44,35,37,37,SAFE
STU21620,82,475,469,452,399,93,87,1,15,Day-Scholar,115,39,45,33,34,34,41,SAFE
STU21621,73,507,481,492,525,66,76,2,24,Day-Scholar,120,49,45,47,42,43,38,WARNING
STU21622,42,252,192,201,242,53,45,2,10,Hosteller,52,23,24,17,27,17,21,CRITICAL
STU21623,61,268,212,293,277,72,46,1,7,Day-Scholar,88,25,16,22,28,22,21,WARNING
STU21624,71,539,540,520,548,61,93,1,18,Hosteller,41,46,43,36,42,42,45,SAFE
STU21625,78,442,481,471,479,87,61,0,21,Hosteller,116,41,33,33,34,40,33,SAFE
STU21626,99,785,798,751,818,76,83,0,29,Day-Scholar,25,52,46,52,51,50,47,SAFE
STU21627,65,634,563,559,562,67,88,0,20,Hosteller,99,33,33,34,40,35,31,SAFE
STU21628,77,414,409,459,383,94,56,0,25,Day-Scholar,53,44,45,43,42,42,42,SAFE
STU21629,66,437,446,396,405,64,65,1,20,Hosteller,87,30,25,35,29,30,29,WARNING
STU21630,71,583,586,613,612,62,62,0,25,Day-Scholar,18,35,37,37,42,42,39,SAFE
STU21631,84,666,660,672,625,73,76,0,23,Day-Scholar,14,37,35,37,39,31,31,SAFE
STU21632,64,249,250,243,215,49,55,2,7,Day-Scholar,47,10,9,10,7,10,11,CRITICAL
STU21633,63,261,219,317,278,48,40,5,5,Hosteller,35,23,12,12,16,21,19,CRITICAL
STU21634,35,274,226,263,200,71,63,4,10,Hosteller,115,15,13,16,10,13,18,CRITICAL
STU21635,78,540,480,461,468,78,93,0,15,Day-Scholar,46,28,29,29,35,36,36,SAFE
STU21636,95,717,659,645,681,82,61,0,35,Hosteller,75,46,43,39,45,42,42,SAFE
STU21637,77,714,645,688,679,67,82,0,16,Hosteller,40,47,43,44,36,38,36,SAFE
STU21638,35,302,292,297,285,74,48,1,3,Day-Scholar,45,23,21,18,22,18,21,CRITICAL
STU21639,32,416,386,397,381,45,57,2,9,Hosteller,70,34,34,34,25,31,34,CRITICAL
STU21640,87,774,808,817,855,65,73,0,48,Hosteller,70,45,48,42,51,44,45,SAFE
STU21641,92,844,854,856,888,78,67,0,50,Day-Scholar,74,42,52,51,44,51,46,SAFE
STU21642,100,652,680,648,721,75,76,0,36,Hosteller,86,51,51,60,50,53,59,SAFE
STU21643,71,497,477,498,508,65,82,0,10,Day-Scholar,28,33,32,39,34,37,43,SAFE
STU21644,99,664,700,636,711,94,68,0,34,Hosteller,55,49,53,51,47,43,54,SAFE
STU21645,96,661,701,692,745,83,74,0,24,Day-Scholar,91,53,52,56,54,54,46,SAFE
STU21646,84,601,563,617,658,66,84,0,13,Hosteller,34,31,32,35,31,27,29,SAFE
STU21647,94,693,712,667,711,63,91,0,27,Day-Scholar,99,59,49,56,48,51,55,SAFE
STU21648,65,644,585,591,608,84,63,0,25,Day-Scholar,31,45,48,45,47,41,48,SAFE
STU21649,94,779,760,789,797,75,91,0,47,Hosteller,115,52,46,44,48,45,51,SAFE
STU21650,84,587,577,558,561,85,84,0,21,Hosteller,9,32,34,28,27,27,37,SAFE
STU21651,44,218,213,255,250,51,54,4,9,Day-Scholar,83,25,34,28,30,31,33,CRITICAL
STU21652,57,234,274,333,313,72,40,3,10,Hosteller,48,14,24,19,18,20,15,CRITICAL
STU21653,80,537,577,568,549,95,74,0,17,Day-Scholar,15,37,36,34,35,33,40,SAFE
STU21654,90,639,707,666,662,91,66,0,39,Day-Scholar,98,55,56,54,57,54,55,SAFE
STU21655,76,435,481,445,458,77,77,1,22,Day-Scholar,73,41,42,41,45,34,35,SAFE
STU21656,87,900,896,883,900,68,64,0,49,Day-Scholar,98,48,45,49,51,42,51,SAFE
STU21657,31,391,316,403,409,54,42,5,10,Day-Scholar,50,31,19,27,27,28,23,CRITICAL
STU21658,100,638,587,653,649,80,80,0,39,Day-Scholar,115,54,51,51,50,56,57,SAFE
STU21659,37,403,375,385,403,68,59,1,4,Day-Scholar,22,34,33,36,24,33,31,WARNING
STU21660,73,699,742,738,675,87,86,0,18,Day-Scholar,109,37,44,46,38,45,46,SAFE
STU21661,44,395,446,379,420,63,41,3,4,Day-Scholar,19,27,26,27,18,24,22,CRITICAL
STU21662,65,491,510,508,505,57,40,4,1,Hosteller,78,16,12,11,16,16,18,CRITICAL
STU21663,54,391,425,364,351,56,52,5,1,Day-Scholar,16,9,18,10,8,18,7,CRITICAL
STU21664,50,278,270,253,236,45,59,4,7,Day-Scholar,52,21,21,22,24,23,18,CRITICAL
STU21665,65,245,233,226,243,75,66,3,6,Hosteller,22,33,34,33,27,35,29,WARNING
STU21666,83,503,494,567,489,93,93,2,24,Hosteller,36,37,34,36,33,39,34,WARNING
STU21667,66,636,673,678,648,95,86,1,19,Day-Scholar,81,33,37,34,43,31,42,SAFE
STU21668,85,460,447,519,463,60,89,0,23,Day-Scholar,56,38,42,31,42,35,33,SAFE
STU21669,58,424,366,426,369,56,49,4,8,Day-Scholar,96,19,18,20,25,25,26,CRITICAL
STU21670,78,520,538,499,497,76,75,2,11,Day-Scholar,66,42,48,38,48,48,39,WARNING
STU21671,34,468,434,479,437,72,50,2,2,Day-Scholar,22,27,25,19,25,23,20,CRITICAL
STU21672,69,675,679,700,688,93,76,0,17,Day-Scholar,93,37,39,39,37,32,39,SAFE
STU21673,69,489,514,434,487,78,93,0,15,Hosteller,62,36,33,31,38,30,31,SAFE
STU21674,93,823,829,835,845,70,76,0,31,Hosteller,20,60,60,57,59,59,60,SAFE
STU21675,81,628,612,615,602,80,94,1,16,Hosteller,51,43,41,44,46,43,47,SAFE
STU21676,89,609,575,593,615,84,73,0,27,Day-Scholar,79,52,50,56,54,56,46,SAFE
STU21677,30,315,370,349,292,51,65,1,10,Hosteller,66,25,27,22,25,15,23,CRITICAL
STU21678,94,744,741,792,750,81,65,0,26,Day-Scholar,34,42,51,51,48,51,42,SAFE
STU21679,50,282,224,295,229,55,58,2,10,Hosteller,42,21,15,17,21,13,24,CRITICAL
STU21680,97,794,818,842,806,78,60,0,45,Hosteller,18,50,48,45,49,46,49,SAFE
STU21681,73,455,527,492,473,75,87,0,13,Hosteller,109,35,38,40,43,42,33,SAFE
STU21682,72,593,576,625,635,68,66,1,19,Hosteller,11,36,42,35,39,40,40,SAFE
STU21683,85,388,431,456,451,83,72,0,18,Day-Scholar,111,39,39,34,43,42,40,SAFE
STU21684,65,534,513,541,541,79,69,0,12,Hosteller,65,47,39,37,47,46,41,SAFE
STU21685,85,561,584,580,607,79,60,1,17,Hosteller,35,31,32,30,27,36,36,SAFE
STU21686,81,861,816,834,845,95,85,0,35,Hosteller,85,57,48,46,50,48,55,SAFE
STU21687,73,577,618,567,565,84,89,0,14,Day-Scholar,46,41,31,36,43,40,36,SAFE
STU21688,82,502,552,491,518,78,74,0,16,Day-Scholar,20,37,32,34,42,40,31,SAFE
STU21689,54,329,301,258,272,75,59,5,5,Day-Scholar,94,16,21,15,18,10,16,CRITICAL
STU21690,79,565,597,603,614,67,73,0,14,Hosteller,19,42,38,48,37,48,45,SAFE
STU21691,83,641,702,655,665,77,85,0,14,Day-Scholar,30,37,45,45,43,36,37,SAFE
STU21692,55,511,501,493,439,60,58,3,4,Hosteller,63,25,25,34,33,35,25,WARNING
STU21693,52,212,276,269,213,61,57,1,5,Day-Scholar,60,15,17,18,25,25,23,CRITICAL
STU21694,83,573,601,601,642,78,85,0,21,Day-Scholar,45,46,36,39,41,40,46,SAFE
STU21695,65,737,670,641,714,88,61,1,16,Hosteller,53,41,44,39,45,36,45,WARNING
STU21696,80,486,486,491,460,62,74,1,17,Day-Scholar,17,33,42,39,39,33,35,SAFE
STU21697,91,664,680,705,649,68,62,0,49,Day-Scholar,70,51,46,46,48,48,51,SAFE
STU21698,61,464,384,403,414,68,57,2,1,Hosteller,33,13,25,19,25,16,15,CRITICAL
STU21699,65,453,429,495,453,82,85,1,20,Day-Scholar,98,34,43,33,40,42,34,WARNING
STU21700,81,558,628,630,565,94,65,0,18,Day-Scholar,53,44,36,34,38,43,36,SAFE
STU21701,65,638,588,575,620,85,80,0,17,Day-Scholar,78,36,28,37,30,36,36,SAFE
STU21702,79,650,599,665,620,68,61,2,13,Hosteller,18,35,43,43,37,39,40,SAFE
STU21703,93,715,726,704,752,76,62,0,21,Hosteller,102,45,43,48,42,43,53,SAFE
STU21704,66,472,446,421,421,64,90,0,24,Hosteller,72,28,33,27,26,37,27,WARNING
STU21705,84,569,592,605,571,92,76,0,24,Hosteller,99,50,51,41,51,45,43,SAFE
STU21706,66,462,505,470,530,84,84,0,16,Hosteller,23,40,49,40,44,47,45,SAFE
STU21707,83,675,714,722,691,78,70,0,47,Day-Scholar,97,52,50,48,54,51,54,SAFE
STU21708,71,550,473,485,540,74,82,0,15,Hosteller,115,32,30,28,28,35,33,SAFE
STU21709,83,454,420,476,503,82,77,2,17,Hosteller,103,32,37,31,38,33,37,WARNING
STU21710,85,658,669,707,687,64,62,0,37,Hosteller,35,60,54,58,60,54,55,SAFE
STU21711,46,247,275,220,229,74,46,3,9,Hosteller,100,21,25,21,23,15,14,CRITICAL
STU21712,100,900,885,900,873,78,68,0,27,Day-Scholar,53,43,48,50,48,48,54,SAFE
STU21713,86,700,784,709,739,88,62,0,39,Day-Scholar,92,53,51,54,60,60,59,SAFE
STU21714,99,865,869,864,835,69,69,0,30,Hosteller,49,48,56,49,55,45,49,SAFE
STU21715,35,236,228,218,235,60,40,5,10,Hosteller,104,30,27,28,25,30,24,CRITICAL
STU21716,82,662,736,668,656,69,85,0,35,Day-Scholar,96,45,43,44,53,48,50,SAFE
STU21717,74,551,500,537,567,64,84,0,22,Hosteller,96,35,27,24,36,24,32,SAFE
STU21718,67,622,678,624,628,85,71,0,19,Hosteller,21,38,33,39,37,41,36,SAFE
STU21719,63,366,363,316,353,69,59,3,2,Day-Scholar,66,15,16,18,25,18,13,CRITICAL
STU21720,70,409,452,397,375,69,75,1,19,Day-Scholar,7,40,37,47,43,42,37,WARNING
STU21721,30,424,497,424,444,69,51,5,2,Hosteller,30,12,13,13,10,21,17,CRITICAL
STU21722,45,227,264,311,251,62,57,1,1,Day-Scholar,83,25,18,23,16,15,16,CRITICAL
STU21723,33,217,210,197,228,53,54,3,3,Hosteller,60,23,21,28,23,29,31,CRITICAL
STU21724,34,457,486,452,403,73,52,4,4,Day-Scholar,44,18,19,18,22,10,19,CRITICAL
STU21725,75,556,503,555,483,62,55,0,11,Day-Scholar,50,45,36,35,37,45,45,SAFE
STU21726,70,418,496,433,450,78,87,0,14,Day-Scholar,24,36,28,34,36,36,30,SAFE
STU21727,81,460,470,422,457,87,57,0,22,Day-Scholar,72,45,38,45,46,42,42,SAFE
STU21728,81,600,643,633,610,81,82,0,50,Day-Scholar,64,57,55,60,53,60,49,SAFE
STU21729,82,485,447,468,506,75,90,1,17,Hosteller,82,34,43,33,37,33,33,SAFE
STU21730,71,445,482,468,424,94,94,0,19,Day-Scholar,108,30,34,29,38,40,31,SAFE
STU21731,98,680,705,751,726,73,84,0,21,Day-Scholar,83,46,52,41,44,50,49,SAFE
STU21732,78,512,502,512,513,79,76,0,10,Day-Scholar,48,36,46,36,46,45,40,SAFE
STU21733,71,665,580,646,604,68,74,0,22,Hosteller,53,36,30,36,39,35,37,SAFE
STU21734,66,576,585,580,510,89,73,0,17,Hosteller,56,39,40,32,32,34,31,SAFE
STU21735,64,400,409,441,420,64,49,4,3,Day-Scholar,17,20,10,16,21,21,9,CRITICAL
STU21736,72,541,600,553,622,66,57,0,14,Hosteller,48,37,36,35,38,40,32,SAFE
STU21737,90,681,612,629,652,69,80,0,44,Day-Scholar,67,47,54,54,51,48,55,SAFE
STU21738,92,620,672,653,626,94,92,0,31,Hosteller,40,43,50,51,48,44,49,SAFE
STU21739,80,737,672,677,708,77,69,0,40,Day-Scholar,111,49,42,52,40,40,45,SAFE
STU21740,81,530,565,602,576,65,61,0,21,Day-Scholar,17,40,36,40,39,33,37,SAFE
STU21741,31,468,450,446,410,74,55,1,6,Hosteller,25,28,27,33,33,30,24,CRITICAL
STU21742,62,441,380,435,436,73,51,3,7,Day-Scholar,85,15,19,15,13,11,9,CRITICAL
STU21743,80,819,835,833,768,73,85,0,28,Hosteller,120,51,52,48,47,49,47,SAFE
STU21744,67,680,652,704,663,70,82,0,10,Day-Scholar,77,36,42,45,39,40,48,SAFE
STU21745,85,767,825,829,818,84,72,0,30,Hosteller,8,57,56,54,55,58,60,SAFE
STU21746,74,530,591,529,539,80,86,0,16,Hosteller,23,48,40,48,42,45,47,SAFE
STU21747,82,509,522,508,523,78,75,1,17,Hosteller,37,37,31,30,40,35,39,SAFE
STU21748,82,616,625,603,690,61,56,0,19,Day-Scholar,5,33,38,34,35,35,30,SAFE
STU21749,97,711,722,784,744,92,78,0,43,Day-Scholar,98,48,49,52,55,45,45,SAFE
STU21750,81,847,773,756,757,61,57,0,34,Day-Scholar,29,58,56,49,55,55,55,SAFE
STU21751,81,607,599,595,680,87,95,0,50,Hosteller,32,49,57,45,50,51,54,SAFE
STU21752,74,653,563,601,580,62,92,0,20,Day-Scholar,67,38,41,36,42,46,46,SAFE
STU21753,50,356,311,342,374,49,60,4,4,Day-Scholar,105,13,23,22,24,21,18,CRITICAL
STU21754,75,629,614,648,631,67,91,1,12,Hosteller,23,40,34,41,37,39,41,SAFE
STU21755,73,683,714,718,714,94,70,0,14,Hosteller,71,31,35,34,30,36,40,SAFE
STU21756,86,649,683,663,689,72,57,0,22,Day-Scholar,79,41,42,46,48,49,42,SAFE
STU21757,90,690,714,775,715,87,92,0,23,Day-Scholar,32,47,46,48,51,51,51,SAFE
STU21758,88,738,726,808,730,79,70,0,41,Hosteller,101,44,54,47,49,45,48,SAFE
STU21759,85,621,681,648,650,95,81,0,28,Hosteller,7,52,48,57,47,58,58,SAFE
STU21760,39,415,426,430,423,47,61,1,5,Day-Scholar,19,31,24,20,31,23,24,CRITICAL
STU21761,76,703,684,742,737,67,80,0,15,Hosteller,66,39,49,46,51,44,45,SAFE
STU21762,79,413,461,416,456,61,56,0,14,Hosteller,82,33,38,38,38,30,29,SAFE
STU21763,43,258,272,288,308,73,63,5,4,Day-Scholar,83,15,13,14,16,18,18,CRITICAL
STU21764,90,900,846,874,900,66,63,0,26,Hosteller,19,56,50,55,54,53,52,SAFE
STU21765,32,183,246,240,256,49,44,4,1,Day-Scholar,110,15,15,13,16,15,12,CRITICAL
STU21766,73,451,479,431,412,90,80,0,10,Hosteller,114,39,30,28,30,31,38,SAFE
STU21767,66,435,497,456,479,91,75,2,14,Hosteller,80,30,39,39,39,34,28,WARNING
STU21768,47,349,363,385,441,62,52,5,8,Day-Scholar,103,12,16,17,18,18,16,CRITICAL
STU21769,72,401,392,441,429,95,82,0,15,Day-Scholar,17,39,46,45,46,42,36,SAFE
STU21770,84,711,791,708,795,83,55,0,23,Day-Scholar,8,42,48,41,52,45,43,SAFE
STU21771,87,565,576,590,626,62,58,0,22,Hosteller,9,54,51,48,57,49,54,SAFE
STU21772,73,500,436,473,454,72,84,0,10,Day-Scholar,10,43,42,43,45,45,44,SAFE
STU21773,78,381,400,368,441,78,89,0,16,Hosteller,59,36,34,39,34,37,30,SAFE
STU21774,77,567,545,498,576,63,80,1,21,Hosteller,32,27,25,34,32,30,27,WARNING
STU21775,57,408,399,395,381,67,41,5,2,Day-Scholar,101,19,28,22,22,22,29,CRITICAL
STU21776,84,684,602,672,667,84,63,0,35,Hosteller,43,50,48,45,47,45,44,SAFE
STU21777,77,562,620,563,618,81,75,0,11,Hosteller,49,31,33,43,42,31,37,SAFE
STU21778,92,642,579,597,673,78,71,0,29,Day-Scholar,29,46,51,52,55,52,52,SAFE
STU21779,75,627,664,587,596,63,56,2,17,Hosteller,15,37,33,31,40,36,36,WARNING
STU21780,98,673,657,655,596,68,91,0,22,Hosteller,30,51,58,57,55,60,57,SAFE
STU21781,100,836,816,832,794,92,62,0,34,Hosteller,118,46,54,52,48,49,47,SAFE
STU21782,84,660,653,683,655,83,93,0,15,Day-Scholar,72,42,37,45,45,38,45,SAFE
STU21783,61,248,270,237,300,64,64,3,3,Hosteller,89,23,22,21,25,25,21,CRITICAL
STU21784,84,518,520,486,508,66,82,0,16,Day-Scholar,115,35,37,40,33,40,30,SAFE
STU21785,97,731,731,750,726,84,74,0,40,Day-Scholar,62,57,58,55,60,52,57,SAFE
STU21786,96,811,758,761,808,77,83,0,37,Hosteller,14,52,52,52,52,49,45,SAFE
STU21787,69,599,592,616,604,61,59,2,15,Day-Scholar,17,32,29,24,36,35,34,WARNING
STU21788,35,392,376,403,375,50,68,1,6,Day-Scholar,12,11,12,12,15,19,11,CRITICAL
STU21789,75,418,464,397,394,64,62,0,25,Day-Scholar,77,36,43,34,42,40,34,SAFE
STU21790,37,285,336,314,315,51,60,5,3,Hosteller,11,33,25,28,30,34,34,CRITICAL
STU21791,78,657,690,626,615,66,92,0,20,Hosteller,7,33,34,36,25,31,34,SAFE
STU21792,77,512,531,543,476,92,91,0,22,Hosteller,19,44,37,39,45,42,40,SAFE
STU21793,67,637,608,595,543,75,64,1,22,Hosteller,60,28,28,32,31,36,32,WARNING
STU21794,34,260,268,302,339,60,67,2,2,Day-Scholar,63,16,17,6,16,10,8,CRITICAL
STU21795,43,368,435,393,411,75,66,1,8,Hosteller,62,25,27,33,30,34,33,WARNING
STU21796,93,815,840,866,813,63,66,0,27,Hosteller,108,59,53,51,55,50,57,SAFE
STU21797,88,773,802,827,790,77,74,0,27,Hosteller,102,54,51,48,48,60,49,SAFE
STU21798,82,440,466,425,513,68,63,2,21,Day-Scholar,62,32,35,37,39,34,39,SAFE
STU21799,83,419,430,453,457,61,89,0,12,Day-Scholar,104,42,50,46,46,43,43,SAFE
STU21800,79,485,455,532,465,83,59,1,22,Hosteller,12,49,45,49,44,38,40,SAFE
STU21801,68,655,641,638,595,76,91,0,13,Hosteller,23,24,25,31,36,28,31,WARNING
STU21802,79,570,568,477,503,81,84,0,13,Day-Scholar,120,43,44,50,51,49,39,SAFE
STU21803,82,517,536,489,519,72,82,0,15,Hosteller,117,28,32,38,33,30,37,SAFE
STU21804,38,363,325,282,328,68,63,2,10,Day-Scholar,31,21,22,19,15,22,21,CRITICAL
STU21805,81,669,628,650,675,84,60,0,21,Day-Scholar,113,44,42,42,41,37,38,SAFE
STU21806,68,492,473,397,410,90,83,2,13,Hosteller,69,32,27,27,36,25,29,WARNING
STU21807,45,434,442,432,414,46,63,3,4,Day-Scholar,87,21,21,9,18,13,11,CRITICAL
STU21808,90,853,900,832,871,95,81,0,22,Hosteller,50,43,54,55,53,44,51,SAFE
STU21809,96,705,668,682,699,90,55,0,22,Hosteller,9,44,51,39,49,51,51,SAFE
STU21810,97,651,657,653,716,74,70,0,43,Hosteller,106,49,49,54,45,55,44,SAFE
STU21811,82,684,615,643,643,76,91,1,21,Hosteller,45,45,40,47,46,41,37,SAFE
STU21812,65,487,471,501,485,65,89,1,11,Day-Scholar,28,45,46,39,42,42,43,WARNING
STU21813,92,643,663,641,678,78,60,0,32,Day-Scholar,115,54,52,49,46,52,45,SAFE
STU21814,64,369,411,376,443,49,44,1,9,Hosteller,55,28,27,27,27,24,28,WARNING
STU21815,74,681,661,660,641,68,87,0,25,Day-Scholar,81,46,39,37,46,41,45,SAFE
STU21816,73,577,608,546,579,95,57,0,14,Hosteller,84,43,32,33,41,31,39,SAFE
STU21817,84,650,658,709,693,63,86,0,11,Day-Scholar,44,39,42,48,36,46,38,SAFE
STU21818,42,230,174,176,185,75,52,5,6,Day-Scholar,77,19,10,14,14,20,14,CRITICAL
STU21819,80,660,724,712,685,89,74,1,12,Day-Scholar,116,43,37,34,34,37,36,SAFE
STU21820,57,421,459,426,413,56,68,4,3,Hosteller,21,20,22,26,24,18,29,CRITICAL
STU21821,87,723,770,739,754,85,56,0,25,Hosteller,58,49,54,56,51,49,57,SAFE
STU21822,45,452,422,474,478,73,63,3,1,Hosteller,63,30,21,24,24,24,21,CRITICAL
STU21823,80,619,648,630,607,82,89,0,28,Day-Scholar,98,54,50,60,59,60,55,SAFE
STU21824,70,392,464,417,402,67,66,1,11,Hosteller,76,37,33,39,40,38,34,SAFE
STU21825,92,698,699,701,722,76,82,0,29,Hosteller,96,55,52,60,53,59,49,SAFE
STU21826,67,504,522,449,475,91,91,1,12,Day-Scholar,22,43,41,34,42,36,45,SAFE
STU21827,80,823,869,880,841,86,63,0,38,Day-Scholar,33,52,49,54,46,49,50,SAFE
STU21828,99,890,900,841,900,95,86,0,45,Day-Scholar,56,43,43,44,44,45,45,SAFE
STU21829,67,414,445,431,393,85,88,0,15,Day-Scholar,5,36,41,35,39,42,40,SAFE
STU21830,82,618,637,595,571,85,66,0,17,Day-Scholar,92,30,31,36,38,33,39,SAFE
STU21831,98,842,892,801,833,67,73,0,43,Day-Scholar,74,46,45,57,52,48,48,SAFE
STU21832,67,614,677,642,599,62,92,0,14,Day-Scholar,19,27,27,33,32,33,34,SAFE
STU21833,73,451,527,457,470,92,57,0,13,Day-Scholar,76,37,32,36,35,39,38,SAFE
STU21834,82,745,714,720,687,69,64,0,22,Hosteller,21,55,49,57,55,58,57,SAFE
STU21835,80,465,476,423,380,79,72,0,10,Day-Scholar,57,30,33,42,30,38,32,SAFE
